"KASBA - VISHRAMBAUG WADA","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","20","","","","","","","","","","","","","","","","","","",""
"Ward No.","Year","Sr. No.","Details of the work","Amount","Expense Code","Issue Status","Original Comment","Resolution Comment","","","","","","","","","","","","","","","","",""
"29A","20-21","22","Road development","844000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","23","Coal tar road","837000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","24","Coal tar road","843000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","25","Coal tar road","853000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","26","Coal tar road","795000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","27","Road concreatization","892000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","28","Road concreatization","747000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","29","Road concreatization","752000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","30","Road concreatization","899000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","31","Road marking work","894000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","32","Miscellaneous development work","875000","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","33","Miscellaneous development work","893000","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","34","Furniture related work","857000","Furniture","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","35","Installing nets (Jaali)","767000","","Open","Expense code?","","","","","","","","","","","","","","","","","",""
"29A","20-21","36","Repairing pavasali chembers","819000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","37","Pavasali line related work","886000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","38","Putting pavasali line","748000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","39","Repairing pavasali line","849000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","20-21","40","Drainage related work","800000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","41","Making footpath","942000","Footpath","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","42","Miscellaneous development work","900000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","43","Miscellaneous development work","899000","Development work","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","44","Toilet repairing","894000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","45","Putting drainage line","992000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","46","Putting and repairing of drainage line","890000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","47","Repairing of drainage line","900000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","48","Putting drainage line","993000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29C","20-21","49","Putting drainage line","940000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29","20-21","50","Toilet repairing","996000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29","20-21","51","Toilet repairing","998000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29","20-21","52","Toilet repairing","998000","Toilet","","","","","","","","","","","","","","","","","","","",""
"29","20-21","53","Restimmating road","998000","Road","","","","","","","","","","","","","","","","","","","",""
"29","20-21","54","Repairing tiles related work","998000","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29","20-21","55","Repairing work in school","998000","Buildings","","","","","","","","","","","","","","","","","","","",""
"29","20-21","56","Road development","998000","Road","","","","","","","","","","","","","","","","","","","",""
"29","20-21","57","Constructing Aarogya kothi","898000","Medical","","","","","","","","","","","","","","","","","","","",""
"29","20-21","58","Drainage line related work","997000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29","20-21","59","Drainage line related work","998000","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","1","Chember repairing","759480","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","2","Concretization","714608","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","3","Concretization","698778","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","4","Laying tiles and Concretization","743289","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","5","Concretization","887867","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","6","Concretization","723870","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","7","Road development by milling","2000000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","8","Concretization","728142","Concretization","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","9","Coal tar road","691250","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","10","Coal tar road","778100","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","11","Road development","1000000","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","12","Coal tar road","691250","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","13","Coal tar road","778100","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","14","Cleaning radaroda","734625","Cleaning","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","15","Repairing Pavasali line","769761","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","16","Drainage related work","719043","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","17","Drainage related work","791119","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","18","Drainage related work","788413","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","19","Drainage related work","807821","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","20","Drainage related work","707908","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","21","Drainage related work","707908","Drainage","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","22","Railing work","734044.5","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","23","Building related work","724962.1","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","24","Remaining work of Samaj Mandir","716979","Buildings","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","25","Constructing wall","709016.3","Fencing","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","26","Repairing work of railing","751860.7","Road","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","27","Making footpath and track","673964.2","Footpath","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","28","Benches for senior citizens","1000000","Benches","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","29","Laying tiles and related work of library","718001.4","Pavement blocks","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","30","Miscellaneous development work","730863","Development work","","","","","","","","","","","","","","","","","","","",""
"29A","21-22","31","Construction work of Aarogya kothi","610446","Medical","","","","","","","","","","","","","","","","","","","",""
